city_name,psgc,month_year,reported_active_flood_days
City of Sagay,604523000,2024-12,2
City of Sagay,604523000,2025-07,7
City of Sagay,604523000,2025-08,2
City of Sagay,604523000,2025-11,6
City of San Carlos,105532000,2024-09,1
City of San Carlos,105532000,2025-02,1
City of San Carlos,105532000,2025-07,5
City of San Carlos,105532000,2025-08,2
City of San Carlos,105532000,2025-11,2
City of San Carlos,604524000,2022-10,4
City of San Carlos,604524000,2023-05,3
City of San Carlos,604524000,2023-08,3
City of San Carlos,604524000,2023-09,1
City of San Carlos,604524000,2024-11,1
City of San Carlos,604524000,2025-02,1
City of San Carlos,604524000,2025-05,1
City of San Carlos,604524000,2025-07,7
City of San Carlos,604524000,2025-09,2
City of San Carlos,604524000,2025-11,8
City of San Fernando,103314000,2023-07,1
City of San Fernando,103314000,2024-07,4
City of San Fernando,103314000,2024-09,3
City of San Fernando,103314000,2024-10,2
City of San Fernando,103314000,2025-07,7
City of San Fernando,103314000,2025-09,1
City of San Fernando,305416000,2022-08,2
City of San Fernando,305416000,2023-07,2
City of San Fernando,305416000,2023-08,1
City of San Fernando,305416000,2023-12,2
City of San Fernando,305416000,2024-07,8
City of San Fernando,305416000,2024-08,3
City of San Fernando,305416000,2024-09,2
City of San Fernando,305416000,2024-10,2
City of San Fernando,305416000,2024-11,3
City of San Fernando,305416000,2025-06,1
City of San Fernando,305416000,2025-07,1
City of San Fernando,305416000,2025-08,2
City of San Fernando,305416000,2025-09,6
City of San Fernando,305416000,2025-10,1
City of San Jose Del Monte,301420000,2022-09,2
City of San Jose Del Monte,301420000,2022-10,3
City of San Jose Del Monte,301420000,2023-07,3
City of San Jose Del Monte,301420000,2023-08,3
City of San Jose Del Monte,301420000,2024-07,3
City of San Jose Del Monte,301420000,2024-09,1
City of San Jose Del Monte,301420000,2024-10,1
City of San Jose Del Monte,301420000,2025-04,1
City of San Jose Del Monte,301420000,2025-06,4
City of San Jose Del Monte,301420000,2025-07,4
City of San Jose Del Monte,301420000,2025-08,1
City of San Jose Del Monte,301420000,2025-11,2
City of San Juan,1381400000,2022-10,1
City of San Juan,1381400000,2023-07,1
City of San Juan,1381400000,2023-09,1
City of San Juan,1381400000,2024-07,3
City of San Juan,1381400000,2024-08,1
City of San Juan,1381400000,2025-07,11
City of San Juan,1381400000,2025-09,2
City of San Pablo,403424000,2022-10,2
City of San Pablo,403424000,2022-11,1
City of San Pablo,403424000,2025-04,1
City of San Pablo,403424000,2025-07,1
City of San Pablo,403424000,2025-11,3
City of San Pablo,403424000,2025-12,3
City of San Pedro,403425000,2022-10,3
City of San Pedro,403425000,2022-11,3
City of San Pedro,403425000,2023-01,1
City of San Pedro,403425000,2023-03,1
City of San Pedro,403425000,2023-12,1
City of San Pedro,403425000,2024-01,1
City of San Pedro,403425000,2024-07,1
City of San Pedro,403425000,2024-09,5
City of San Pedro,403425000,2024-10,2
City of San Pedro,403425000,2025-02,3
City of San Pedro,403425000,2025-07,5
City of San Pedro,403425000,2025-08,2
City of San Pedro,403425000,2025-11,3
City of Santa Rosa,403428000,2022-10,5
City of Santa Rosa,403428000,2022-11,4
City of Santa Rosa,403428000,2023-01,1
City of Santa Rosa,403428000,2024-10,1
City of Santa Rosa,403428000,2025-07,1
City of Santa Rosa,403428000,2025-11,1
City of Santiago,203135000,2022-07,1
City of Santiago,203135000,2022-08,2
City of Santiago,203135000,2022-10,5
City of Santiago,203135000,2023-01,1
City of Santiago,203135000,2024-09,1
City of Santiago,203135000,2024-11,3
City of Santiago,203135000,2025-08,1
City of Santiago,203135000,2025-09,3
City of Santiago,203135000,2025-10,1
City of Santiago,203135000,2025-11,3
City of Silay,604526000,2022-01,2
City of Silay,604526000,2022-04,2
City of Silay,604526000,2023-07,4
City of Silay,604526000,2023-08,3
City of Silay,604526000,2023-09,1
City of Silay,604526000,2024-10,5
City of Silay,604526000,2024-12,7
City of Silay,604526000,2025-07,1
City of Silay,604526000,2025-09,1
City of Silay,604526000,2025-11,2
City of Sipalay,604527000,2022-09,1
City of Sipalay,604527000,2022-10,4
City of Sipalay,604527000,2023-07,4
City of Sipalay,604527000,2024-09,7
City of Sipalay,604527000,2024-10,5
City of Sipalay,604527000,2025-07,7
City of Sipalay,604527000,2025-08,3
City of Sipalay,604527000,2025-11,5
City of Sorsogon,506216000,2023-01,4
City of Sorsogon,506216000,2024-10,5
City of Sorsogon,506216000,2024-11,1
City of Sorsogon,506216000,2024-12,2
City of Sorsogon,506216000,2025-01,1
City of Sorsogon,506216000,2025-11,3
City of Sorsogon,506216000,2025-12,1
City of Sto. Tomas,401028000,2022-10,1
City of Sto. Tomas,401028000,2023-08,1
City of Sto. Tomas,401028000,2024-10,1
City of Sto. Tomas,401028000,2025-07,1
City of Surigao,1606724000,2022-01,2
City of Surigao,1606724000,2022-12,1
City of Surigao,1606724000,2025-03,1
City of Surigao,1606724000,2025-11,1
City of Tabaco,500517000,2024-10,4
City of Tabaco,500517000,2025-01,2
City of Tabaco,500517000,2025-02,1
City of Tabaco,500517000,2025-11,1
City of Tabuk,1403213000,2022-07,4
City of Tabuk,1403213000,2022-08,2
City of Tabuk,1403213000,2022-09,2
City of Tabuk,1403213000,2022-11,1
City of Tabuk,1403213000,2023-09,1
City of Tabuk,1403213000,2024-09,1
City of Tabuk,1403213000,2025-09,3
City of Tabuk,1403213000,2025-11,7
City of Tacloban,831600000,2022-04,2
City of Tacloban,831600000,2023-01,4
City of Tacloban,831600000,2025-02,3
City of Tacloban,831600000,2025-03,1
City of Tacloban,831600000,2025-09,5
City of Tacloban,831600000,2025-11,1
City of Tacurong,1206511000,2022-05,2
City of Tacurong,1206511000,2023-06,2
City of Tacurong,1206511000,2024-12,1
City of Tacurong,1206511000,2025-09,2
City of Tacurong,1206511000,2025-10,1
City of Tagaytay,402119000,2024-07,1
City of Tagaytay,402119000,2025-09,1
City of Tagaytay,402119000,2025-10,3
City of Tagbilaran,701242000,2023-02,1
City of Tagbilaran,701242000,2024-10,2
City of Tagbilaran,701242000,2025-07,3
City of Tagbilaran,701242000,2025-11,6
City of Taguig,1381500000,2022-01,7
City of Taguig,1381500000,2022-03,2
City of Taguig,1381500000,2022-07,3
City of Taguig,1381500000,2022-09,1
City of Taguig,1381500000,2022-10,3
City of Taguig,1381500000,2022-11,1
City of Taguig,1381500000,2023-05,2
City of Taguig,1381500000,2023-07,3
City of Taguig,1381500000,2023-11,1
City of Taguig,1381500000,2024-05,1
City of Taguig,1381500000,2024-07,7
City of Taguig,1381500000,2024-09,3
City of Taguig,1381500000,2024-10,4
City of Taguig,1381500000,2024-12,1
City of Taguig,1381500000,2025-06,2
City of Taguig,1381500000,2025-07,5
City of Taguig,1381500000,2025-08,4
City of Taguig,1381500000,2025-09,3
City of Taguig,1381500000,2025-10,1
City of Taguig,1381500000,2025-11,7
City of Taguig,1381500000,2025-12,1
City of Tagum,1102319000,2022-01,7
City of Tagum,1102319000,2022-03,1
City of Tagum,1102319000,2023-01,5
City of Tagum,1102319000,2023-08,2
City of Tagum,1102319000,2024-01,8
City of Tagum,1102319000,2024-02,6
City of Tagum,1102319000,2025-10,1
City of Talisay,604528000,2022-04,2
City of Talisay,604528000,2023-01,3
City of Talisay,604528000,2023-08,3
City of Talisay,604528000,2023-09,1
City of Talisay,604528000,2024-07,2
City of Talisay,604528000,2024-08,1
City of Talisay,604528000,2025-06,1
City of Talisay,604528000,2025-07,9
City of Talisay,604528000,2025-09,1
City of Talisay,604528000,2025-10,1
City of Talisay,604528000,2025-11,5
City of Talisay,702250000,2022-07,4
City of Talisay,702250000,2022-08,1
City of Talisay,702250000,2022-09,1
City of Talisay,702250000,2022-12,1
City of Talisay,702250000,2023-09,2
City of Talisay,702250000,2023-10,4
City of Talisay,702250000,2023-11,2
City of Talisay,702250000,2024-05,1
City of Talisay,702250000,2024-07,4
City of Talisay,702250000,2024-09,1
City of Talisay,702250000,2024-10,5
City of Talisay,702250000,2024-11,6
City of Talisay,702250000,2025-01,3
City of Talisay,702250000,2025-02,4
City of Talisay,702250000,2025-04,1
City of Talisay,702250000,2025-05,2
City of Talisay,702250000,2025-07,9
City of Talisay,702250000,2025-08,6
City of Talisay,702250000,2025-09,2
City of Talisay,702250000,2025-10,4
City of Talisay,702250000,2025-11,11
City of Tanauan,401031000,2024-07,1
City of Tanauan,401031000,2024-10,3
City of Tanauan,401031000,2025-07,2
City of Tanauan,401031000,2025-08,2
City of Tandag,1606819000,2022-12,4
City of Tandag,1606819000,2024-06,2
City of Tangub,1004215000,2023-08,2
City of Tanjay,704621000,2023-01,2
City of Tarlac,306916000,2022-09,2
City of Tarlac,306916000,2023-07,1
City of Tarlac,306916000,2025-07,5
City of Tarlac,306916000,2025-09,3
City of Tarlac,306916000,2025-10,2
City of Tayabas,405647000,2024-10,1
City of Toledo,702251000,2022-08,5
City of Toledo,702251000,2024-11,2
City of Toledo,702251000,2025-07,6
City of Toledo,702251000,2025-11,6
City of Trece Martires,402122000,2022-10,5
City of Trece Martires,402122000,2022-11,2
City of Trece Martires,402122000,2022-12,1
City of Trece Martires,402122000,2023-07,1
City of Trece Martires,402122000,2023-08,2
City of Trece Martires,402122000,2024-04,2
City of Trece Martires,402122000,2024-07,8
City of Trece Martires,402122000,2024-09,4
City of Trece Martires,402122000,2025-07,5
City of Trece Martires,402122000,2025-09,5
City of Trece Martires,402122000,2025-11,2
City of Urdaneta,105546000,2024-07,2
City of Urdaneta,105546000,2025-09,4
City of Valencia,1001321000,2022-04,2
City of Valencia,1001321000,2022-08,1
City of Valencia,1001321000,2023-06,1
City of Valencia,1001321000,2024-07,3
City of Valencia,1001321000,2024-09,1
City of Valencia,1001321000,2024-10,2
City of Valencia,1001321000,2024-11,1
City of Valencia,1001321000,2024-12,1
City of Valencia,1001321000,2025-02,1
City of Valencia,1001321000,2025-09,5
City of Valenzuela,1381600000,2022-06,2
City of Valenzuela,1381600000,2022-07,3
City of Valenzuela,1381600000,2022-08,4
City of Valenzuela,1381600000,2022-09,3
City of Valenzuela,1381600000,2022-10,2
City of Valenzuela,1381600000,2022-12,1
City of Valenzuela,1381600000,2023-01,1
City of Valenzuela,1381600000,2023-04,2
City of Valenzuela,1381600000,2023-05,1
City of Valenzuela,1381600000,2023-06,3
City of Valenzuela,1381600000,2023-07,9
City of Valenzuela,1381600000,2023-08,2
City of Valenzuela,1381600000,2023-09,3
City of Valenzuela,1381600000,2024-07,10
City of Valenzuela,1381600000,2024-08,2
City of Valenzuela,1381600000,2024-09,5
City of Valenzuela,1381600000,2024-10,4
City of Valenzuela,1381600000,2025-01,1
City of Valenzuela,1381600000,2025-06,1
City of Valenzuela,1381600000,2025-07,14
City of Valenzuela,1381600000,2025-08,6
City of Valenzuela,1381600000,2025-09,3
City of Valenzuela,1381600000,2025-11,1
City of Victorias,604531000,2022-04,2
City of Victorias,604531000,2023-12,1
City of Victorias,604531000,2024-12,8
City of Vigan,102934000,2022-08,2
City of Vigan,102934000,2023-07,3
City of Vigan,102934000,2023-08,2
City of Vigan,102934000,2024-07,2
City of Vigan,102934000,2025-07,6
City of Vigan,102934000,2025-08,1
City of Zamboanga,931700000,2022-04,6
City of Zamboanga,931700000,2022-05,5
City of Zamboanga,931700000,2022-07,1
City of Zamboanga,931700000,2022-08,2
City of Zamboanga,931700000,2022-10,4
City of Zamboanga,931700000,2022-12,8
City of Zamboanga,931700000,2023-01,12
City of Zamboanga,931700000,2023-02,1
City of Zamboanga,931700000,2023-08,4
City of Zamboanga,931700000,2023-09,1
City of Zamboanga,931700000,2024-07,10
City of Zamboanga,931700000,2024-08,1
City of Zamboanga,931700000,2024-09,4
City of Zamboanga,931700000,2024-10,5
City of Zamboanga,931700000,2025-06,8
City of Zamboanga,931700000,2025-07,6
City of Zamboanga,931700000,2025-08,2
City of Zamboanga,931700000,2025-09,3
City of Zamboanga,931700000,2025-10,3
City of Zamboanga,931700000,2025-11,7
City of Zamboanga,931700000,2025-12,6
Danao City,702223000,2022-12,2
Danao City,702223000,2024-09,1
Danao City,702223000,2024-11,3
Danao City,702223000,2025-11,2
Island Garden City of Samal,1102317000,2023-07,4
Island Garden City of Samal,1102317000,2024-01,5
Island Garden City of Samal,1102317000,2025-07,2
Island Garden City of Samal,1102317000,2025-08,2
Mabalacat City,305409000,2024-07,2
Mabalacat City,305409000,2025-10,1
Ormoc City,803738000,2022-04,1
Ormoc City,803738000,2022-07,1
Ormoc City,803738000,2022-10,6
Ormoc City,803738000,2023-01,2
Ormoc City,803738000,2023-02,7
Ormoc City,803738000,2024-07,3
Ormoc City,803738000,2024-10,2
Ormoc City,803738000,2024-11,1
Ormoc City,803738000,2025-09,5
Ormoc City,803738000,2025-10,2
Pasay City,1381100000,2022-07,1
Pasay City,1381100000,2022-09,1
Pasay City,1381100000,2023-02,1
Pasay City,1381100000,2023-07,2
Pasay City,1381100000,2023-08,4
Pasay City,1381100000,2023-09,5
Pasay City,1381100000,2024-07,7
Pasay City,1381100000,2024-08,3
Pasay City,1381100000,2024-09,3
Pasay City,1381100000,2025-03,1
Pasay City,1381100000,2025-04,1
Pasay City,1381100000,2025-06,1
Pasay City,1381100000,2025-07,7
Pasay City,1381100000,2025-08,4
Pasay City,1381100000,2025-09,2
Quezon City,1381300000,2022-04,2
Quezon City,1381300000,2022-05,2
Quezon City,1381300000,2022-06,1
Quezon City,1381300000,2022-07,4
Quezon City,1381300000,2022-08,4
Quezon City,1381300000,2022-09,5
Quezon City,1381300000,2022-10,3
Quezon City,1381300000,2023-01,1
Quezon City,1381300000,2023-04,2
Quezon City,1381300000,2023-06,4
Quezon City,1381300000,2023-07,3
Quezon City,1381300000,2023-08,5
Quezon City,1381300000,2023-09,7
Quezon City,1381300000,2023-12,1
Quezon City,1381300000,2024-02,3
Quezon City,1381300000,2024-03,1
Quezon City,1381300000,2024-05,5
Quezon City,1381300000,2024-06,1
Quezon City,1381300000,2024-07,12
Quezon City,1381300000,2024-08,8
Quezon City,1381300000,2024-09,9
Quezon City,1381300000,2024-10,8
Quezon City,1381300000,2024-12,2
Quezon City,1381300000,2025-02,1
Quezon City,1381300000,2025-03,3
Quezon City,1381300000,2025-04,1
Quezon City,1381300000,2025-05,2
Quezon City,1381300000,2025-06,10
Quezon City,1381300000,2025-07,21
Quezon City,1381300000,2025-08,8
Quezon City,1381300000,2025-09,14
Quezon City,1381300000,2025-10,11
Quezon City,1381300000,2025-11,7
San Jose City,304926000,2024-07,3
San Jose City,304926000,2025-02,3
San Jose City,304926000,2025-07,1
Science City of Muñoz,304917000,2024-07,1
Science City of Muñoz,304917000,2025-08,1
Tuguegarao City,201529000,2022-08,3
Tuguegarao City,201529000,2022-10,5
Tuguegarao City,201529000,2022-11,2
Tuguegarao City,201529000,2023-01,1
Tuguegarao City,201529000,2023-07,1
Tuguegarao City,201529000,2023-08,4
Tuguegarao City,201529000,2024-03,1
Tuguegarao City,201529000,2024-10,7
Tuguegarao City,201529000,2024-11,7
Tuguegarao City,201529000,2024-12,3
Tuguegarao City,201529000,2025-07,1
Tuguegarao City,201529000,2025-09,3
Tuguegarao City,201529000,2025-10,5
Tuguegarao City,201529000,2025-11,17
Tuguegarao City,201529000,2025-12,1
